DATE,SDXRSA
1987-01-01,54.79411150896401
1987-02-01,55.215118533472996
1987-03-01,55.487803264105
1987-04-01,56.049778406565
1987-05-01,56.4620986304
1987-06-01,56.787555534304
1987-07-01,57.075956261706
1987-08-01,57.380247366171
1987-09-01,57.843330978824994
1987-10-01,58.295686249381
1987-11-01,58.901274039166005
1987-12-01,59.404457132088005
1988-01-01,60.018417654184
1988-02-01,60.490285698618
1988-03-01,61.284490173589
1988-04-01,61.444261953922
1988-05-01,61.84520489424501
1988-06-01,61.443358227198
1988-07-01,64.588123450727
1988-08-01,65.29032798379001
1988-09-01,66.07932755833299
1988-10-01,67.175760420832
1988-11-01,68.42762614788
1988-12-01,69.831435499985
1989-01-01,71.172723813049
1989-02-01,72.762942815842
1989-03-01,74.48288170034199
1989-04-01,75.805259800236
1989-05-01,77.050349538929
1989-06-01,78.136649148959
1989-07-01,79.030233996995
1989-08-01,80.09519053579001
1989-09-01,81.10219655797
1989-10-01,82.05997910938301
1989-11-01,82.709104172802
1989-12-01,83.572869701605
1990-01-01,84.078260311918
1990-02-01,84.737413089852
1990-03-01,85.126856958761
1990-04-01,85.54542223527
1990-05-01,85.737950256044
1990-06-01,85.748846699764
1990-07-01,85.594142202546
1990-08-01,85.335202010493
1990-09-01,85.222220741618
1990-10-01,84.924635780537
1990-11-01,84.653962064327
1990-12-01,84.032362465679
1991-01-01,83.480959694011
1991-02-01,82.564157267693
1991-03-01,81.597500188302
1991-04-01,81.207322878856
1991-05-01,81.534367003836
1991-06-01,81.886580307851
1991-07-01,82.104719118326
1991-08-01,81.93663296566599
1991-09-01,81.661364224228
1991-10-01,81.661919902755
1991-11-01,81.452928257396
1991-12-01,81.33516972673199
1992-01-01,80.863439340056
1992-02-01,80.569120670394
1992-03-01,80.69215834154001
1992-04-01,80.684120644185
1992-05-01,80.451807716495
1992-06-01,79.914573322156
1992-07-01,79.57095530378
1992-08-01,79.267707492291
1992-09-01,79.036472365035
1992-10-01,78.155312184552
1992-11-01,77.924294300478
1992-12-01,77.483536642613
1993-01-01,77.652832499009
1993-02-01,76.99126352179499
1993-03-01,76.620608559896
1993-04-01,75.91094169394201
1993-05-01,75.546371854043
1993-06-01,75.051297121338
1993-07-01,74.486656204491
1993-08-01,74.182396802583
1993-09-01,74.270598252338
1993-10-01,74.25958502866399
1993-11-01,74.305430337267
1993-12-01,74.106094934184
1994-01-01,74.270209353312
1994-02-01,74.107179972864
1994-03-01,74.014579960736
1994-04-01,74.020443722032
1994-05-01,74.247316814001
1994-06-01,74.441342063608
1994-07-01,74.553319982729
1994-08-01,74.189142422846
1994-09-01,73.705265479985
1994-10-01,73.734261292885
1994-11-01,73.457199619708
1994-12-01,73.44273390101499
1995-01-01,73.052337382583
1995-02-01,73.163780296868
1995-03-01,73.000537954073
1995-04-01,72.922918173817
1995-05-01,72.525637212438
1995-06-01,72.100488519622
1995-07-01,72.090634778135
1995-08-01,72.140605636658
1995-09-01,72.189401944238
1995-10-01,72.10562412671601
1995-11-01,71.703483477162
1995-12-01,71.810806583266
1996-01-01,71.891405070583
1996-02-01,72.041064216474
1996-03-01,71.764444832729
1996-04-01,71.820506006122
1996-05-01,71.963622119007
1996-06-01,71.833957764065
1996-07-01,71.720059756257
1996-08-01,71.39031591756999
1996-09-01,71.70565559572799
1996-10-01,71.833716816307
1996-11-01,72.147249226113
1996-12-01,72.215761842744
1997-01-01,72.560199983891
1997-02-01,72.75100589210301
1997-03-01,72.974565219018
1997-04-01,73.248140964301
1997-05-01,73.494720977497
1997-06-01,74.05495102278401
1997-07-01,74.415430351255
1997-08-01,75.00629667886999
1997-09-01,75.38222838536299
1997-10-01,76.198723618304
1997-11-01,76.73373810306799
1997-12-01,78.08675146076399
1998-01-01,78.976664980317
1998-02-01,79.888357442994
1998-03-01,81.009928199651
1998-04-01,82.07738990423199
1998-05-01,83.094601989246
1998-06-01,84.050771520991
1998-07-01,85.147109795383
1998-08-01,86.180522127316
1998-09-01,87.131301180923
1998-10-01,87.706653746581
1998-11-01,88.21181475528799
1998-12-01,88.897994944677
1999-01-01,90.105904456179
1999-02-01,91.134509708386
1999-03-01,91.986862051535
1999-04-01,92.494401452032
1999-05-01,93.09095376771799
1999-06-01,94.06513670211099
1999-07-01,94.954784559153
1999-08-01,95.884832853421
1999-09-01,96.957521357696
1999-10-01,98.02129680645099
1999-11-01,99.06876310090799
1999-12-01,100.07371301795
2000-01-01,101.104565236685
2000-02-01,102.409576437157
2000-03-01,104.09094530823799
2000-04-01,105.707103986062
2000-05-01,107.134849295061
2000-06-01,108.967209643899
2000-07-01,110.316533528603
2000-08-01,111.672745865963
2000-09-01,112.656074574342
2000-10-01,113.469761900403
2000-11-01,115.25299858558998
2000-12-01,116.96094359953501
2001-01-01,118.901366652894
2001-02-01,120.14418476299
2001-03-01,122.32118622335501
2001-04-01,123.361607898452
2001-05-01,124.27773969353001
2001-06-01,124.515759704795
2001-07-01,125.285971811276
2001-08-01,125.870315507737
2001-09-01,126.977722329556
2001-10-01,128.152065066006
2001-11-01,129.350881328464
2001-12-01,129.98798706536698
2002-01-01,130.318193342818
2002-02-01,131.729695932174
2002-03-01,133.193398802159
2002-04-01,135.648589785266
2002-05-01,138.132803826573
2002-06-01,140.538071896385
2002-07-01,142.87207622086
2002-08-01,145.704837552904
2002-09-01,148.042710891484
2002-10-01,150.589236692186
2002-11-01,153.04059816223
2002-12-01,155.1977290693
2003-01-01,157.295779423541
2003-02-01,158.50038361578999
2003-03-01,159.698668239209
2003-04-01,161.09848011482
2003-05-01,162.582609470625
2003-06-01,164.200748942502
2003-07-01,166.35919065134502
2003-08-01,169.427117297876
2003-09-01,173.151034067362
2003-10-01,177.153465422435
2003-11-01,181.112398960819
2003-12-01,185.045231103521
2004-01-01,188.629536816372
2004-02-01,192.670875242634
2004-03-01,199.058489007281
2004-04-01,204.923244239058
2004-05-01,211.08399905034
2004-06-01,216.724694770544
2004-07-01,221.87276758785703
2004-08-01,225.122085360406
2004-09-01,227.98670636313201
2004-10-01,230.26741952837503
2004-11-01,231.762567815201
2004-12-01,234.30046638997996
2005-01-01,236.714386455699
2005-02-01,239.028020196695
2005-03-01,239.915564691959
2005-04-01,241.298825146045
2005-05-01,242.329239654164
2005-06-01,243.65398006673303
2005-07-01,244.51639862815
2005-08-01,245.50407053596402
2005-09-01,245.95175445912002
2005-10-01,247.713498912636
2005-11-01,249.545596689003
2005-12-01,249.869887155429
2006-01-01,250.574054455619
2006-02-01,251.376403287898
2006-03-01,251.69167113749
2006-04-01,251.322970769223
2006-05-01,249.662830474879
2006-06-01,247.919286848067
2006-07-01,246.01290464002003
2006-08-01,244.124460659976
2006-09-01,243.375165332467
2006-10-01,242.088480886175
2006-11-01,241.43675819317102
2006-12-01,239.335234898494
2007-01-01,240.153249539156
2007-02-01,238.90386155945498
2007-03-01,236.62549723733298
2007-04-01,234.647140709157
2007-05-01,232.376165274426
2007-06-01,229.909131983353
2007-07-01,226.670017976212
2007-08-01,223.58669373358998
2007-09-01,219.802792070915
2007-10-01,215.381294554156
2007-11-01,209.10840279332
2007-12-01,203.47182931248
2008-01-01,199.937344839936
2008-02-01,193.187189174576
2008-03-01,188.043218412234
2008-04-01,182.184221262292
2008-05-01,178.504396951295
2008-06-01,174.350489701699
2008-07-01,169.86087359971
2008-08-01,165.738439769274
2008-09-01,161.891866769324
2008-10-01,157.938688012576
2008-11-01,155.152197516909
2008-12-01,152.908601531092
2009-01-01,150.177704840969
2009-02-01,149.150430173052
2009-03-01,146.57719872335198
2009-04-01,145.713773220871
2009-05-01,145.390003427264
2009-06-01,146.467999104728
2009-07-01,148.885099300596
2009-08-01,151.030797983841
2009-09-01,152.718477991376
2009-10-01,154.224706781271
2009-11-01,155.78388873338002
2009-12-01,157.043861989575
2010-01-01,159.069986737226
2010-02-01,160.50816677657102
2010-03-01,162.378050407627
2010-04-01,162.70051507969802
2010-05-01,163.321309377989
2010-06-01,162.833296391613
2010-07-01,162.732330359795
2010-08-01,161.539101562555
2010-09-01,160.417276031198
2010-10-01,158.834016853023
2010-11-01,159.848575184053
2010-12-01,159.85003805871
2011-01-01,159.27279650073498
2011-02-01,157.60469051541
2011-03-01,155.824832531563
2011-04-01,155.550364897854
2011-05-01,154.76985611656602
2011-06-01,154.010594195379
2011-07-01,153.120478565494
2011-08-01,152.730962293224
2011-09-01,151.97927670333002
2011-10-01,151.85513159687
2011-11-01,151.309456957006
2011-12-01,151.415083207713
2012-01-01,150.91140673525499
2012-02-01,151.45391780045298
