DATE,SDXRSA
2012-03-01,151.371908031628
2012-04-01,152.540375862309
2012-05-01,152.813551459144
2012-06-01,153.563804489329
2012-07-01,154.472237851823
2012-08-01,155.801843787474
2012-09-01,158.46317573963998
2012-10-01,161.195295583634
2012-11-01,163.645879978363
2012-12-01,165.621884089436
2013-01-01,165.661163272283
2013-02-01,166.672218179249
2013-03-01,169.425678922392
2013-04-01,174.67505490195202
2013-05-01,179.012310361017
2013-06-01,183.009709033519
2013-07-01,186.057207037964
2013-08-01,189.58651730014702
2013-09-01,191.80844227863602
2013-10-01,193.293853312125
2013-11-01,194.437970158166
2013-12-01,195.646667898918
2014-01-01,197.667953785979
2014-02-01,199.534344148524
2014-03-01,200.86638119966
2014-04-01,201.160957509995
2014-05-01,201.138657142242
2014-06-01,201.306295703068
2014-07-01,201.305667198102
2014-08-01,201.252589141666
2014-09-01,201.63129627034598
2014-10-01,202.54658074848203
2014-11-01,204.57116994997898
2014-12-01,205.476021911158
2015-01-01,207.343260540914
2015-02-01,208.22117785606702
2015-03-01,209.57854716541598
2015-04-01,209.82651895997898
2015-05-01,210.439689047705
2015-06-01,210.240796229299
2015-07-01,212.207229061495
2015-08-01,213.421033667352
2015-09-01,215.135566419981
2015-10-01,215.463900847255
2015-11-01,217.358483241598
2015-12-01,220.111384864443
2016-01-01,221.46780592726898
2016-02-01,221.038828537618
2016-03-01,221.97321031509497
2016-04-01,222.749397462824
2016-05-01,223.656885168517
2016-06-01,223.978765658935
2016-07-01,224.88218563418
2016-08-01,225.936689005303
2016-09-01,226.846282775887
2016-10-01,228.356101802038
2016-11-01,230.306077039406
2016-12-01,232.08351972194302
2017-01-01,233.90198330322002
2017-02-01,235.138950158794
2017-03-01,235.69908944779098
2017-04-01,236.78956672802101
2017-05-01,238.08493568007003
2017-06-01,239.724438272745
2017-07-01,240.843837326675
2017-08-01,243.726562196436
2017-09-01,245.572336815583
2017-10-01,246.864020982298
2017-11-01,247.61293460248902
2017-12-01,249.571159225293
2018-01-01,251.452886695947
2018-02-01,252.937251991332
2018-03-01,253.354784719963
2018-04-01,254.27545538133703
2018-05-01,254.564472442298
2018-06-01,255.709609332505
2018-07-01,255.57946587806802
2018-08-01,255.57292341361
2018-09-01,255.393687595181
2018-10-01,256.025123626147
2018-11-01,255.793514622032
2018-12-01,255.621519138897
2019-01-01,255.22896300492198
2019-02-01,255.831461080766
2019-03-01,255.934903395075
2019-04-01,255.447854685291
2019-05-01,256.847075644561
2019-06-01,258.591219719686
2019-07-01,260.45713249477404
2019-08-01,261.372442951347
2019-09-01,262.788786852879
2019-10-01,263.628526528935
2019-11-01,266.225702595475
2019-12-01,268.14018364624
2020-01-01,269.057316709567
2020-02-01,267.884644559448
2020-03-01,268.42137056624597
2020-04-01,269.441310237476
2020-05-01,269.48058520159196
2020-06-01,271.33409417121396
2020-07-01,274.678994916542
2020-08-01,281.499243526812
2020-09-01,288.121043371854
2020-10-01,294.764686276764
2020-11-01,299.27398277775
2020-12-01,303.820341337162
2021-01-01,308.27940878114896
2021-02-01,313.832499098176
2021-03-01,319.607715779447
2021-04-01,326.753225220577
2021-05-01,334.79630137179004
2021-06-01,343.97819593235704
2021-07-01,350.95116363111
2021-08-01,355.57051149744103
2021-09-01,360.713924044243
2021-10-01,366.817857472637
2021-11-01,372.994285800113
2021-12-01,382.916304163529
2022-01-01,392.74717096493106
2022-02-01,405.211291025533
2022-03-01,413.620159780915
2022-04-01,418.79542788216
2022-05-01,419.04684737100405
2022-06-01,417.424405715931
2022-07-01,408.66726717746496
2022-08-01,400.733016325041
2022-09-01,395.09876796858396
2022-10-01,394.17139557394097
2022-11-01,391.07537408411497
2022-12-01,389.036117634189
2023-01-01,387.60850049400705
2023-02-01,388.10272022513396
2023-03-01,391.155894705785
2023-04-01,394.88576555441597
2023-05-01,400.445852951101
2023-06-01,406.181816501625
2023-07-01,411.341097553999
2023-08-01,417.43654101738196
2023-09-01,420.88016198908997
2023-10-01,422.87410822925006
