DATE,DEXRSA
2007-04-01,116.67516138122299
2007-05-01,113.97470217800199
2007-06-01,111.474696898685
2007-07-01,111.070776081199
2007-08-01,109.74271140498699
2007-09-01,108.511860434473
2007-10-01,106.555011074224
2007-11-01,104.165977854125
2007-12-01,102.454272270682
2008-01-01,100.37852546522
2008-02-01,98.644805022454
2008-03-01,97.92393730439001
2008-04-01,96.268190565396
2008-05-01,94.58745210314001
2008-06-01,93.363439920063
2008-07-01,92.30118286148199
2008-08-01,90.415546136782
2008-09-01,87.78413771070998
2008-10-01,84.558428513324
2008-11-01,82.516405604079
2008-12-01,80.245241169563
2009-01-01,77.690652870555
2009-02-01,75.445058103987
2009-03-01,73.137940890886
2009-04-01,72.202250496912
2009-05-01,71.66872601876
2009-06-01,69.904874743842
2009-07-01,69.309679719173
2009-08-01,69.66762637846
2009-09-01,70.600668560078
2009-10-01,71.40475027663399
2009-11-01,71.607634896829
2009-12-01,72.077880918042
2010-01-01,72.140776749478
2010-02-01,71.563651280068
2010-03-01,70.158220235621
2010-04-01,70.286784345404
2010-05-01,69.967268179937
2010-06-01,70.28178232176501
2010-07-01,70.011295958296
2010-08-01,69.356150928008
2010-09-01,68.29880404616101
2010-10-01,67.73049031565
2010-11-01,67.383495561738
2010-12-01,67.799116917628
2011-01-01,68.06497738940699
2011-02-01,68.68273898769701
2011-03-01,67.754041408703
2011-04-01,66.867504775827
2011-05-01,67.177929747028
2011-06-01,69.458148270919
2011-07-01,71.256642349585
2011-08-01,71.295539696937
2011-09-01,71.810478540617
2011-10-01,71.203768798442
2011-11-01,71.138529901065
2011-12-01,70.402240373573
2012-01-01,70.921516582148
2012-02-01,71.20161761010199
2012-03-01,70.798901363076
2012-04-01,70.198175810126
2012-05-01,72.534952285163
2012-06-01,74.806633908848
2012-07-01,76.095301968946
2012-08-01,77.057695941199
2012-09-01,77.762209954195
2012-10-01,79.146383736751
2012-11-01,80.15116816139201
2012-12-01,81.326315479124
2013-01-01,82.237224521066
2013-02-01,82.45388042785301
2013-03-01,84.141719853566
2013-04-01,85.04079673161701
2013-05-01,87.06516102283501
2013-06-01,87.781086141831
2013-07-01,88.879262387453
2013-08-01,89.94371103871201
2013-09-01,91.51148879781601
2013-10-01,93.072641268266
2013-11-01,94.230065188757
2013-12-01,95.028070481949
2014-01-01,95.261375346205
2014-02-01,95.33749232392
2014-03-01,96.62650847388399
2014-04-01,96.919629783344
2014-05-01,96.90985879854401
2014-06-01,96.42621651288499
2014-07-01,96.222646665003
2014-08-01,96.274106790283
2014-09-01,96.28902063232
2014-10-01,96.802180527413
2014-11-01,97.02195431067899
2014-12-01,97.522280775983
2015-01-01,98.23537929703899
2015-02-01,99.114754857563
2015-03-01,100.35412591687201
2015-04-01,101.006629959084
2015-05-01,101.32989023651699
2015-06-01,101.56947330746401
2015-07-01,101.437659299304
2015-08-01,101.504204528124
2015-09-01,101.776503850932
2015-10-01,102.02548445245701
2015-11-01,103.176863101725
2015-12-01,104.163451362439
2016-01-01,104.900505351893
2016-02-01,105.231041485356
2016-03-01,105.853755569732
2016-04-01,106.09417070321699
2016-05-01,106.29389920120701
2016-06-01,106.62438528385401
2016-07-01,107.325499120593
2016-08-01,107.82056069321101
2016-09-01,108.48834213684401
2016-10-01,109.12748178593701
2016-11-01,110.055913935256
2016-12-01,110.62048444388
2017-01-01,111.014340560112
2017-02-01,111.61441192312
2017-03-01,113.14958438409401
2017-04-01,113.87648769435499
2017-05-01,114.196113680867
2017-06-01,114.850880100986
2017-07-01,115.173279380797
2017-08-01,115.759477667173
2017-09-01,116.14225594711901
2017-10-01,117.11538968952499
2017-11-01,117.750615866696
2017-12-01,118.451540285182
2018-01-01,119.359260952733
2018-02-01,120.73018306442499
2018-03-01,121.620780266555
2018-04-01,121.946990368169
2018-05-01,121.94709187429899
2018-06-01,122.014762518596
2018-07-01,122.15961553938101
2018-08-01,122.84464469016399
2018-09-01,123.46422473910101
2018-10-01,124.074773098395
2018-11-01,124.481961985705
2018-12-01,124.72567276401199
2019-01-01,125.229635532978
2019-02-01,125.346310556731
2019-03-01,125.35004829853399
2019-04-01,125.827608142558
2019-05-01,126.556916436408
2019-06-01,127.125284796618
2019-07-01,127.316427040556
2019-08-01,127.441640033928
2019-09-01,127.873933675611
2019-10-01,127.94794070806499
2019-11-01,128.332247807817
2019-12-01,128.995089688123
2020-01-01,129.557751357266
2020-02-01,129.959417807301
2020-03-01,130.325273958739
2020-04-01,130.206907302927
2020-05-01,130.056372788147
2020-06-01,130.841931815429
2020-07-01,132.393788439093
2020-08-01,134.13337745248
2020-09-01,136.031501853179
2020-10-01,138.15002483237
2020-11-01,140.144043491561
2020-12-01,142.035724544722
2021-01-01,143.824148231448
2021-02-01,145.338583743945
2021-03-01,146.32180895011
2021-04-01,147.892303787278
2021-05-01,149.887409347502
2021-06-01,151.836541503984
2021-07-01,153.686365328525
2021-08-01,155.233363835885
2021-09-01,156.593169232474
2021-10-01,157.958037724002
2021-11-01,159.409052359758
2021-12-01,161.439836671124
2022-01-01,163.392740147969
2022-02-01,165.51978342802602
2022-03-01,168.612657103747
2022-04-01,170.274075984185
2022-05-01,171.478643983165
2022-06-01,171.288635185039
2022-07-01,170.916763812829
2022-08-01,170.19725775141
2022-09-01,169.10358026946
2022-10-01,168.940027228874
2022-11-01,169.23493977276502
2022-12-01,168.694089631203
2023-01-01,168.617553301253
2023-02-01,168.181902786896
2023-03-01,170.50148170616302
2023-04-01,172.095615476015
2023-05-01,174.580738544329
2023-06-01,175.090710518674
2023-07-01,176.335591264235
2023-08-01,178.25685729677102
2023-09-01,180.49920024066398
2023-10-01,182.649864436637
