DATE,CEXRSA
2003-03-01,112.046565708806
2003-04-01,112.595683895541
2003-05-01,112.977212127688
2003-06-01,113.359426108111
2003-07-01,113.793350471966
2003-08-01,114.414760311462
2003-09-01,115.093807263486
2003-10-01,115.73122652049
2003-11-01,116.157303314278
2003-12-01,116.36684644506599
2004-01-01,116.462694127587
2004-02-01,116.85275672621201
2004-03-01,117.096557419226
2004-04-01,118.014035213231
2004-05-01,117.881121256458
2004-06-01,117.920356175237
2004-07-01,117.916606576852
2004-08-01,118.074958287574
2004-09-01,118.53275647299401
2004-10-01,118.633116624365
2004-11-01,119.318410093959
2004-12-01,119.753330342678
2005-01-01,121.134710051094
2005-02-01,121.901644080247
2005-03-01,121.629665498872
2005-04-01,121.87759571890801
2005-05-01,121.90760765541701
2005-06-01,121.611875637047
2005-07-01,121.44918103735901
2005-08-01,121.427689935514
2005-09-01,121.65558805175199
2005-10-01,121.990795477206
2005-11-01,122.49189378675699
2005-12-01,122.840254197448
2006-01-01,123.35965977701599
2006-02-01,123.31136857780899
2006-03-01,122.977337134284
2006-04-01,122.341943911501
2006-05-01,121.862567879337
2006-06-01,121.943785799236
2006-07-01,121.863245963184
2006-08-01,121.221954157314
2006-09-01,120.501229662777
2006-10-01,120.159883003793
2006-11-01,119.95027869413799
2006-12-01,119.74549032113
2007-01-01,120.088288491219
2007-02-01,120.32660035289699
2007-03-01,120.44378499975001
2007-04-01,119.242107798304
2007-05-01,118.465631237038
2007-06-01,117.143280788025
2007-07-01,116.749946328831
2007-08-01,115.786490226175
2007-09-01,115.45911888293001
2007-10-01,114.618976531054
2007-11-01,112.897671877425
2007-12-01,112.300016243308
2008-01-01,110.087779825149
2008-02-01,109.64910688360001
2008-03-01,109.440258564153
2008-04-01,111.272374429098
2008-05-01,108.97101727841199
2008-06-01,108.295811341894
2008-07-01,107.21756736331301
2008-08-01,107.717139915499
2008-09-01,107.99584925796199
2008-10-01,107.553373285511
2008-11-01,107.096689111745
2008-12-01,105.575957043987
2009-01-01,104.67093671591999
2009-02-01,100.59674475022601
2009-03-01,99.89714295756
2009-04-01,99.66165258775699
2009-05-01,102.13382517444599
2009-06-01,104.753340869515
2009-07-01,105.527353126229
2009-08-01,104.380571872522
2009-09-01,103.921252222847
2009-10-01,103.891998294487
2009-11-01,104.529131953318
2009-12-01,104.37378170987301
2010-01-01,105.232025151501
2010-02-01,104.610366213319
2010-03-01,106.708352681578
2010-04-01,106.428649752635
2010-05-01,105.766617331982
2010-06-01,105.394282830688
2010-07-01,104.739004048528
2010-08-01,103.88551443481501
2010-09-01,102.027709784158
2010-10-01,101.228326231665
2010-11-01,99.916573933911
2010-12-01,100.851220327967
2011-01-01,101.065507200662
2011-02-01,101.516012716562
2011-03-01,100.128720468947
2011-04-01,99.51524326258001
2011-05-01,98.928721778566
2011-06-01,98.76684935811899
2011-07-01,99.19926829684799
2011-08-01,99.09947561948601
2011-09-01,99.04256842905899
2011-10-01,98.936375255595
2011-11-01,98.91155620011801
2011-12-01,98.50040795847201
2012-01-01,97.32054511707899
2012-02-01,96.96595498913901
2012-03-01,97.46470480657601
2012-04-01,98.288538284438
2012-05-01,99.425857907024
2012-06-01,100.000640327619
2012-07-01,99.961793388802
2012-08-01,100.50948473780198
2012-09-01,100.533458192158
2012-10-01,100.983031595005
2012-11-01,100.909004535124
2012-12-01,101.52536235594101
2013-01-01,101.744470616979
2013-02-01,102.171406510719
2013-03-01,102.671933565233
2013-04-01,103.25517898747299
2013-05-01,103.343550735128
2013-06-01,103.874144091595
2013-07-01,104.10140364094102
2013-08-01,104.313995614492
2013-09-01,105.21064439156099
2013-10-01,105.246484375858
2013-11-01,105.80237996419399
2013-12-01,105.01206365296301
2014-01-01,105.57601947749501
2014-02-01,104.98278976506
2014-03-01,106.35954441119101
2014-04-01,106.073586706292
2014-05-01,105.795347367498
2014-06-01,104.839172607901
2014-07-01,105.101043422321
2014-08-01,105.379473038706
2014-09-01,105.840204699772
2014-10-01,106.10779629791901
2014-11-01,106.38562951087799
2014-12-01,106.541591366444
2015-01-01,106.93369672440399
2015-02-01,106.773027988182
2015-03-01,107.181091795672
2015-04-01,107.22309838493099
2015-05-01,107.6562798124
2015-06-01,107.84765380291
2015-07-01,108.205102733906
2015-08-01,107.995632422667
2015-09-01,107.85844798697599
2015-10-01,108.100332853631
2015-11-01,108.80503520213001
2015-12-01,109.392757294242
2016-01-01,109.996141013531
2016-02-01,110.16759582373999
2016-03-01,109.975309929828
2016-04-01,110.116160578293
2016-05-01,110.383614536294
2016-06-01,110.80290381145399
2016-07-01,110.789203977561
2016-08-01,111.101663205119
2016-09-01,110.927926491744
2016-10-01,112.40253557074499
2016-11-01,113.122927798615
2016-12-01,114.091667467694
2017-01-01,114.50671361603099
2017-02-01,115.268826561752
2017-03-01,114.72532457569599
2017-04-01,114.64511200492399
2017-05-01,114.759007920093
2017-06-01,114.93328315410601
2017-07-01,115.13762679321
2017-08-01,116.021332592012
2017-09-01,116.87997073923799
2017-10-01,117.444472676635
2017-11-01,117.55017810888201
2017-12-01,117.784416667281
2018-01-01,118.576451422437
2018-02-01,120.123446081542
2018-03-01,119.75662352616301
2018-04-01,120.05361521642
2018-05-01,120.369329044377
2018-06-01,120.783527068282
2018-07-01,121.655929857158
2018-08-01,122.393388805559
2018-09-01,122.722990119247
2018-10-01,122.80624415985399
2018-11-01,122.845734902786
2018-12-01,123.223808930665
2019-01-01,123.14922992475701
2019-02-01,123.717278306861
2019-03-01,123.886669841252
2019-04-01,124.23797936422899
2019-05-01,124.63922641859
2019-06-01,125.00076204429399
2019-07-01,125.465870411752
2019-08-01,125.932636316675
2019-09-01,126.75995483911998
2019-10-01,126.829219212598
2019-11-01,127.765364567212
2019-12-01,127.625444265863
2020-01-01,128.511341495077
2020-02-01,129.468648640863
2020-03-01,130.273692208115
2020-04-01,131.455748145565
2020-05-01,131.53646792790198
2020-06-01,131.50115587079398
2020-07-01,132.22747930431498
2020-08-01,134.556287720602
2020-09-01,136.54075751051002
2020-10-01,139.188491753161
2020-11-01,140.649754355297
2020-12-01,142.948566945497
2021-01-01,144.22148733468
2021-02-01,145.555433858507
2021-03-01,147.021052313707
2021-04-01,148.876729480477
2021-05-01,150.500897899848
2021-06-01,153.102232119072
2021-07-01,153.957230072658
2021-08-01,155.294045494182
2021-09-01,156.17323473032602
2021-10-01,157.924511549982
2021-11-01,159.952085466389
2021-12-01,161.98197228405002
2022-01-01,164.072990916825
2022-02-01,166.240217746506
2022-03-01,168.647968230293
2022-04-01,170.11451241294398
2022-05-01,171.42898652256702
2022-06-01,172.330415505323
2022-07-01,173.037971882292
2022-08-01,173.16575270832
2022-09-01,172.72813727729098
2022-10-01,171.612856890867
2022-11-01,171.89596092316899
2022-12-01,171.72006166238
2023-01-01,172.04672865933102
2023-02-01,172.601575283471
2023-03-01,172.185118266996
2023-04-01,175.064210879214
2023-05-01,177.91250395088002
2023-06-01,179.295722624873
2023-07-01,179.83249296724802
2023-08-01,179.89544293260602
2023-09-01,181.48544460335097
2023-10-01,182.60047258432
