DATE,CHXRSA
1994-08-01,80.910095881877
1994-09-01,81.175846618792
1994-10-01,81.617259091016
1994-11-01,81.71564813979201
1994-12-01,81.860945831882
1995-01-01,81.883233693952
1995-02-01,82.154192483379
1995-03-01,82.281548161012
1995-04-01,82.346761257353
1995-05-01,82.31616388417599
1995-06-01,82.517247968789
1995-07-01,82.846516382263
1995-08-01,83.10924362306999
1995-09-01,83.428629913636
1995-10-01,83.512437887823
1995-11-01,83.875639085041
1995-12-01,83.959509579233
1996-01-01,84.258774016568
1996-02-01,83.917424085951
1996-03-01,84.01746121626199
1996-04-01,84.82817789227299
1996-05-01,85.05665980185799
1996-06-01,85.210576027078
1996-07-01,85.175260310494
1996-08-01,85.309707883631
1996-09-01,85.538534667268
1996-10-01,85.812225671454
1996-11-01,86.119846279581
1996-12-01,86.452119616243
1997-01-01,86.519564927136
1997-02-01,86.52969407088001
1997-03-01,86.8297684752
1997-04-01,86.924975321632
1997-05-01,86.888872554708
1997-06-01,86.88953100045201
1997-07-01,87.222319315114
1997-08-01,87.563790742762
1997-09-01,87.967002280963
1997-10-01,88.325284594551
1997-11-01,88.921042380159
1997-12-01,89.378636565527
1998-01-01,90.187410665997
1998-02-01,90.543431115401
1998-03-01,90.69963821265499
1998-04-01,90.66910342562201
1998-05-01,90.99232600008001
1998-06-01,91.56294213119
1998-07-01,91.80747829887
1998-08-01,92.152674729944
1998-09-01,92.27439854549999
1998-10-01,92.516278427755
1998-11-01,92.108743862313
1998-12-01,92.657984243239
1999-01-01,92.94203663877701
1999-02-01,93.52196662428601
1999-03-01,93.624581442752
1999-04-01,94.654396476296
1999-05-01,95.432819577983
1999-06-01,96.317719245007
1999-07-01,96.629682285548
1999-08-01,97.175055052045
1999-09-01,97.750316064946
1999-10-01,98.66090949589301
1999-11-01,99.405112815625
1999-12-01,100.143256373898
2000-01-01,100.564839557498
2000-02-01,101.41138600135
2000-03-01,102.427759627706
2000-04-01,103.41119181330299
2000-05-01,104.391107511439
2000-06-01,105.50936075349001
2000-07-01,106.031141082514
2000-08-01,106.422517667016
2000-09-01,106.710102552745
2000-10-01,106.977829653725
2000-11-01,107.47228629556
2000-12-01,108.149483440648
2001-01-01,108.922847453019
2001-02-01,109.520926789886
2001-03-01,110.357388681866
2001-04-01,111.2885845661
2001-05-01,112.087049629443
2001-06-01,113.21637152861099
2001-07-01,114.210723882298
2001-08-01,115.25116516034201
2001-09-01,116.095372626549
2001-10-01,116.520597912243
2001-11-01,116.804167633348
2001-12-01,117.089704555404
2002-01-01,117.50514962142401
2002-02-01,118.121387427157
2002-03-01,118.721810551535
2002-04-01,119.63484360449301
2002-05-01,120.339116977704
2002-06-01,121.053238531543
2002-07-01,121.85973140974701
2002-08-01,122.634899624112
2002-09-01,123.48356188933998
2002-10-01,124.35092371703699
2002-11-01,125.316701664134
2002-12-01,126.36620743884701
2003-01-01,127.222375834171
2003-02-01,128.211178541641
2003-03-01,129.485519101851
2003-04-01,129.782827458404
2003-05-01,130.52896888376802
2003-06-01,131.0227088632
2003-07-01,131.69892685527202
2003-08-01,132.19472662920901
2003-09-01,133.285800790792
2003-10-01,134.447004048042
2003-11-01,135.652480986226
2003-12-01,137.040881990276
2004-01-01,138.02528370379
2004-02-01,138.762424313039
2004-03-01,139.610647045016
2004-04-01,140.171041793648
2004-05-01,141.472961429955
2004-06-01,142.315258545416
2004-07-01,143.231928162983
2004-08-01,143.847510985887
2004-09-01,145.181995437687
2004-10-01,146.166416710359
2004-11-01,147.250303576348
2004-12-01,148.58523705848998
2005-01-01,150.04120232781202
2005-02-01,151.823059491521
2005-03-01,153.995431263668
2005-04-01,154.60392567396002
2005-05-01,155.274924676876
2005-06-01,156.073035794666
2005-07-01,156.61736722473998
2005-08-01,156.55521818734601
2005-09-01,157.966486172213
2005-10-01,159.153804905985
2005-11-01,161.32496739076902
2005-12-01,162.646389643352
2006-01-01,164.447885170722
2006-02-01,165.92147261003402
2006-03-01,168.016200574387
2006-04-01,167.616688277795
2006-05-01,167.717178578688
2006-06-01,167.155283651788
2006-07-01,166.55653837956
2006-08-01,166.019690781372
2006-09-01,166.452290067561
2006-10-01,166.48166075697202
2006-11-01,166.513162688476
2006-12-01,166.958766461171
2007-01-01,168.265470434663
2007-02-01,169.482631990824
2007-03-01,171.278107790377
2007-04-01,168.767778819732
2007-05-01,167.370598773617
2007-06-01,165.974117656505
2007-07-01,164.64990485056802
2007-08-01,162.940066854047
2007-09-01,161.400513000566
2007-10-01,160.30309149919398
2007-11-01,159.626885761864
2007-12-01,159.351206446156
2008-01-01,157.52849737234502
2008-02-01,155.969161514617
2008-03-01,155.244415783136
2008-04-01,153.931436191785
2008-05-01,152.008463377087
2008-06-01,149.95982111255
2008-07-01,147.545845341339
2008-08-01,145.938810790264
2008-09-01,144.213885976847
2008-10-01,142.347362044421
2008-11-01,139.52659569372102
2008-12-01,136.711365458862
2009-01-01,132.182809149178
2009-02-01,129.403048733309
2009-03-01,127.33623531406799
2009-04-01,125.863038876229
2009-05-01,125.79931096629
2009-06-01,124.519745255716
2009-07-01,125.923850510804
2009-08-01,126.63974115847
2009-09-01,128.166140191495
2009-10-01,127.569006173624
2009-11-01,127.765102157159
2009-12-01,127.121743924317
2010-01-01,126.83864630472
2010-02-01,126.22140595198299
2010-03-01,125.022262713375
2010-04-01,124.271926206031
2010-05-01,124.042255828195
2010-06-01,124.019950164207
2010-07-01,123.141514106554
2010-08-01,122.245480387402
2010-09-01,120.57333822547
2010-10-01,119.22353044205799
2010-11-01,118.390882171504
2010-12-01,118.11343638706998
2011-01-01,117.789035172163
2011-02-01,117.145352231129
2011-03-01,115.675193595436
2011-04-01,113.668060714257
2011-05-01,113.80908935990699
2011-06-01,114.37072439231599
2011-07-01,114.486337044101
2011-08-01,114.86193358061199
2011-09-01,114.366731237848
2011-10-01,113.65952823441098
2011-11-01,111.741889526924
2011-12-01,110.810561124591
2012-01-01,110.182976989371
2012-02-01,109.08966771047199
2012-03-01,107.300492294091
2012-04-01,107.033352014106
2012-05-01,109.975743205049
2012-06-01,112.025519144364
2012-07-01,113.117840752528
2012-08-01,112.974210248265
2012-09-01,112.817634449606
2012-10-01,112.54879458629699
2012-11-01,113.093613454734
2012-12-01,113.642146101089
2013-01-01,114.143029149382
2013-02-01,114.72881215512699
2013-03-01,115.081005183657
2013-04-01,116.584895546988
2013-05-01,118.80998424564699
2013-06-01,119.860928925086
2013-07-01,121.96278915036801
2013-08-01,123.159637989408
2013-09-01,124.267994453444
2013-10-01,125.359516290504
2013-11-01,126.009103852766
2013-12-01,126.74053688607401
2014-01-01,126.581185951195
2014-02-01,126.80104050975099
2014-03-01,127.67141932838999
2014-04-01,128.355098684872
2014-05-01,128.240659517372
2014-06-01,127.86132302163799
2014-07-01,127.356357486658
2014-08-01,127.514355239927
2014-09-01,127.74093473403799
2014-10-01,128.046381789648
2014-11-01,128.331158571864
2014-12-01,128.426840734544
2015-01-01,129.416468485234
2015-02-01,130.28999004427
2015-03-01,130.83799006135598
2015-04-01,130.500508651583
2015-05-01,130.154164571692
2015-06-01,129.765412087018
2015-07-01,129.483874021808
2015-08-01,129.365295896237
2015-09-01,129.588217581673
2015-10-01,129.995139037003
2015-11-01,130.897351988476
2015-12-01,131.382545021644
2016-01-01,131.710166221302
2016-02-01,132.034360323983
2016-03-01,132.861003337334
2016-04-01,133.509215887218
2016-05-01,133.996832832692
2016-06-01,133.85975454221
2016-07-01,133.865968665602
2016-08-01,133.601830190566
2016-09-01,133.995802530527
2016-10-01,134.04085840883698
2016-11-01,135.36453624172898
2016-12-01,136.80490817047
2017-01-01,137.789929772812
2017-02-01,138.12749924278
2017-03-01,138.28941533771
2017-04-01,138.187848240754
2017-05-01,138.177434438359
2017-06-01,138.18603811003402
2017-07-01,138.426351204321
2017-08-01,138.65648668524798
2017-09-01,139.112470159373
2017-10-01,139.285116942791
2017-11-01,139.934245779559
2017-12-01,140.177815724124
2018-01-01,140.967716724763
2018-02-01,141.465605407654
2018-03-01,141.739500499915
2018-04-01,141.747409528786
2018-05-01,141.871529135165
2018-06-01,141.86857110489998
2018-07-01,141.949443566178
2018-08-01,142.542705559889
2018-09-01,143.27916554255398
2018-10-01,143.784462539981
2018-11-01,144.117166608041
2018-12-01,144.113437466949
2019-01-01,143.99305914205
2019-02-01,144.288546716765
2019-03-01,143.856370686156
2019-04-01,144.170054065303
2019-05-01,144.107073910356
2019-06-01,144.360827584991
2019-07-01,144.467467662761
2019-08-01,144.651072469093
2019-09-01,144.006657468572
2019-10-01,144.109607522204
2019-11-01,144.221500125379
2019-12-01,145.06238719388398
2020-01-01,144.62775123277902
2020-02-01,145.339343873226
2020-03-01,146.029485888319
2020-04-01,146.083082282444
2020-05-01,145.939997523755
2020-06-01,145.103349273041
2020-07-01,146.275859270528
2020-08-01,148.362023206027
2020-09-01,150.70005143693
2020-10-01,152.59965789152798
2020-11-01,154.141128428786
2020-12-01,155.571347602961
2021-01-01,157.03030140088498
2021-02-01,157.97349846883898
2021-03-01,159.206854283816
2021-04-01,160.6552795161
2021-05-01,162.1857862323
2021-06-01,163.708904725524
2021-07-01,165.14136462092898
2021-08-01,166.760570726782
2021-09-01,168.267870321694
2021-10-01,169.857792631919
2021-11-01,171.923071125601
2021-12-01,174.39404579046501
2022-01-01,176.28730754454102
2022-02-01,178.94693912461497
2022-03-01,179.73142922128702
2022-04-01,181.464612787089
2022-05-01,183.14091467285198
2022-06-01,185.04891053647899
2022-07-01,185.88539426933
2022-08-01,185.529469265564
2022-09-01,184.999384220839
2022-10-01,184.85212181380902
2022-11-01,185.329460558573
2022-12-01,184.635531218955
2023-01-01,184.899865987737
2023-02-01,185.587833794813
2023-03-01,187.26392251406998
2023-04-01,188.871345210346
2023-05-01,191.3441058212
2023-06-01,192.65655348973098
2023-07-01,194.110822594343
2023-08-01,194.92079276766603
2023-09-01,196.182636561803
2023-10-01,197.54397261263802
