DATE,MNXRSA
1989-01-01,63.492802891014
1989-02-01,63.152407082686004
1989-03-01,62.693472035997
1989-04-01,63.083199264998996
1989-05-01,63.184289848384
1989-06-01,63.742821252381
1989-07-01,63.556228895495
1989-08-01,63.798456057648
1989-09-01,63.89329870663
1989-10-01,64.120992378165
1989-11-01,64.395442638732
1989-12-01,64.386099360653
1990-01-01,64.224864429119
1990-02-01,64.00564203845
1990-03-01,64.22549797423001
1990-04-01,64.471097580852
1990-05-01,64.599835491106
1990-06-01,64.581257114135
1990-07-01,64.34271705074
1990-08-01,64.075497965604
1990-09-01,64.14779101354999
1990-10-01,64.418691904989
1990-11-01,64.385815827732
1990-12-01,64.544777485324
1991-01-01,64.623857264704
1991-02-01,64.542624150212
1991-03-01,64.405649170019
1991-04-01,64.290421271217
1991-05-01,64.629065583121
1991-06-01,64.829791774349
1991-07-01,65.385622182897
1991-08-01,65.683164363793
1991-09-01,65.999689632133
1991-10-01,65.641299442186
1991-11-01,65.668220263747
1991-12-01,65.867085199547
1992-01-01,66.085088120273
1992-02-01,66.54071602564
1992-03-01,66.770697963769
1992-04-01,66.944359951247
1992-05-01,66.968950436529
1992-06-01,67.203314299234
1992-07-01,67.257604531144
1992-08-01,67.393132402151
1992-09-01,67.408491937093
1992-10-01,67.70134035390001
1992-11-01,67.933430695254
1992-12-01,68.054070471662
1993-01-01,68.156127806249
1993-02-01,68.020428168562
1993-03-01,68.528650153745
1993-04-01,68.887891419057
1993-05-01,69.300102551111
1993-06-01,69.298833292483
1993-07-01,69.567034214881
1993-08-01,69.8590303376
1993-09-01,70.486919239334
1993-10-01,70.810077664647
1993-11-01,71.220270950338
1993-12-01,71.214952485113
1994-01-01,71.923145130457
1994-02-01,72.371335968041
1994-03-01,73.22801402035499
1994-04-01,73.137604829949
1994-05-01,73.135760591681
1994-06-01,72.913223884936
1994-07-01,72.66792170287
1994-08-01,72.764529824474
1994-09-01,72.831632223188
1994-10-01,73.027356200611
1994-11-01,73.18350231760999
1994-12-01,72.904404529652
1995-01-01,73.34052594963299
1995-02-01,73.957686710475
1995-03-01,74.783622837881
1995-04-01,75.117503620997
1995-05-01,75.43188977020701
1995-06-01,75.58286371422
1995-07-01,75.815617933168
1995-08-01,76.055902424838
1995-09-01,76.230080143512
1995-10-01,75.700571889371
1995-11-01,75.896461929297
1995-12-01,76.137767264501
1996-01-01,76.533327897253
1996-02-01,76.70318014943001
1996-03-01,76.819878532009
1996-04-01,76.732563755795
1996-05-01,76.913927966699
1996-06-01,77.34428993044001
1996-07-01,77.887276927633
1996-08-01,78.153307662979
1996-09-01,78.472604106892
1996-10-01,78.846919855256
1996-11-01,79.304578112787
1996-12-01,79.585395099838
1997-01-01,79.975962417547
1997-02-01,79.971318718398
1997-03-01,79.894678076536
1997-04-01,79.67326652727101
1997-05-01,80.385540250344
1997-06-01,80.725918918473
1997-07-01,82.06489882193699
1997-08-01,82.256395093513
1997-09-01,81.76439525223199
1997-10-01,82.098438801167
1997-11-01,82.183999319488
1997-12-01,82.586765441433
1998-01-01,82.871106951188
1998-02-01,83.51441173786199
1998-03-01,83.70152688935
1998-04-01,84.298709218612
1998-05-01,84.828836396239
1998-06-01,85.347894023352
1998-07-01,85.857603181813
1998-08-01,86.36868114919001
1998-09-01,86.77037210814899
1998-10-01,87.412794833522
1998-11-01,88.29370791115
1998-12-01,89.044115659449
1999-01-01,89.906082182695
1999-02-01,90.571738062635
1999-03-01,91.275944734802
1999-04-01,92.29220693581199
1999-05-01,92.933801299469
1999-06-01,93.720114089852
1999-07-01,94.473468423376
1999-08-01,95.644530023236
1999-09-01,96.988426559353
1999-10-01,98.05646258670001
1999-11-01,98.864023571302
1999-12-01,99.625930774447
2000-01-01,100.18869854937401
2000-02-01,100.971705366759
2000-03-01,101.631166371084
2000-04-01,102.974795954452
2000-05-01,104.406682861532
2000-06-01,105.609848418705
2000-07-01,106.38783402611799
2000-08-01,107.355619495433
2000-09-01,108.46548763610599
2000-10-01,109.625568769385
2000-11-01,111.156455585249
2000-12-01,111.73151983225
2001-01-01,113.35491188265199
2001-02-01,114.50131444053801
2001-03-01,116.391035624444
2001-04-01,117.27321079486299
2001-05-01,118.284308195638
2001-06-01,119.675596828336
2001-07-01,121.257162702509
2001-08-01,122.118468081548
2001-09-01,123.195588346176
2001-10-01,124.09535598858999
2001-11-01,125.282528906373
2001-12-01,125.97665341094299
2002-01-01,126.419976646229
2002-02-01,126.97878499967399
2002-03-01,128.123303894355
2002-04-01,128.994682548421
2002-05-01,130.22003924700599
2002-06-01,131.204135066249
2002-07-01,132.289162374813
2002-08-01,133.28573953701098
2002-09-01,133.894704621174
2002-10-01,135.262258411998
2002-11-01,136.134910840789
2002-12-01,137.91237381831002
2003-01-01,138.86106543043698
2003-02-01,140.044234579756
2003-03-01,140.572660524214
2003-04-01,141.514585178922
2003-05-01,142.251503237169
2003-06-01,142.59284383062
2003-07-01,143.798469040184
2003-08-01,144.779087093752
2003-09-01,145.873792040463
2003-10-01,146.970013300267
2003-11-01,148.04287510835698
2003-12-01,148.753346845919
2004-01-01,150.000161901674
2004-02-01,151.261547948821
2004-03-01,152.79394509896602
2004-04-01,154.443784879079
2004-05-01,154.93128474512
2004-06-01,156.231593696919
2004-07-01,156.541781509869
2004-08-01,157.31252890121002
2004-09-01,157.29799933087799
2004-10-01,158.186783929618
2004-11-01,158.870116751807
2004-12-01,159.675614407717
2005-01-01,161.398795830667
2005-02-01,162.67655759336202
2005-03-01,163.764711709785
2005-04-01,165.067565615993
2005-05-01,165.169827840844
2005-06-01,165.417914567397
2005-07-01,165.208429809781
2005-08-01,165.322244225564
2005-09-01,165.58649638116
2005-10-01,166.907664157971
2005-11-01,168.286298627687
2005-12-01,169.329265944339
2006-01-01,170.122672766284
2006-02-01,171.45293778418002
2006-03-01,172.254069030589
2006-04-01,173.75784383546002
2006-05-01,172.818633579716
2006-06-01,171.445424716537
2006-07-01,169.281100868377
2006-08-01,168.374206659092
2006-09-01,167.389964293435
2006-10-01,167.46936933683398
2006-11-01,167.414546901835
2006-12-01,167.661454553056
2007-01-01,168.731739677186
2007-02-01,169.597127287912
2007-03-01,169.98355443018298
2007-04-01,169.886818785175
2007-05-01,167.457552010454
2007-06-01,164.82132045307
2007-07-01,162.852264036345
2007-08-01,161.25018549079098
2007-09-01,159.817756368358
2007-10-01,158.514744526224
2007-11-01,156.520589282217
2007-12-01,154.501448985081
2008-01-01,152.05021091413
2008-02-01,149.082651851952
2008-03-01,146.962436008854
2008-04-01,144.631490347457
2008-05-01,143.410973133184
2008-06-01,141.866538860086
2008-07-01,140.906907882977
2008-08-01,138.406393738545
2008-09-01,136.417185410723
2008-10-01,132.581110285596
2008-11-01,130.615457441138
2008-12-01,125.28711050647499
2009-01-01,121.447135219614
2009-02-01,119.432730430308
2009-03-01,113.753251121398
2009-04-01,113.208158385422
2009-05-01,112.61767475303101
2009-06-01,113.77490253877899
2009-07-01,116.73770327061101
2009-08-01,119.170224192693
2009-09-01,121.082744253202
2009-10-01,121.612761505024
2009-11-01,122.185827587086
2009-12-01,122.793720325353
2010-01-01,123.85246581449199
2010-02-01,123.297822884701
2010-03-01,122.064196631138
2010-04-01,124.507387078288
2010-05-01,125.766026799953
2010-06-01,125.598301950105
2010-07-01,123.65186802562
2010-08-01,122.165321945513
2010-09-01,119.59197912380199
2010-10-01,118.533419014706
2010-11-01,117.30163034452299
2010-12-01,116.841432231293
2011-01-01,114.837743995392
2011-02-01,113.091010160681
2011-03-01,110.16227353236
2011-04-01,110.16081459651699
2011-05-01,110.862219266833
2011-06-01,111.821304578762
2011-07-01,112.84390886876601
2011-08-01,112.185937852595
2011-09-01,112.164366058745
2011-10-01,111.942432078666
2011-11-01,112.256568532122
2011-12-01,112.119018995812
2012-01-01,112.96916359706499
2012-02-01,113.949669839355
2012-03-01,113.80273438620199
2012-04-01,114.170862988118
2012-05-01,115.41924573401
2012-06-01,117.94499639403799
2012-07-01,120.292969304459
2012-08-01,120.789432009375
2012-09-01,122.17544391975001
2012-10-01,122.61042434808901
2012-11-01,124.553511214199
2012-12-01,126.054176972765
2013-01-01,127.286029879801
2013-02-01,128.15747336141501
2013-03-01,127.516967158894
2013-04-01,130.102949551718
2013-05-01,130.894860044058
2013-06-01,131.253774232887
2013-07-01,131.917092649508
2013-08-01,133.506446891014
2013-09-01,134.977897506321
2013-10-01,137.008292814399
2013-11-01,138.035800519293
2013-12-01,138.579145156038
2014-01-01,139.300891677929
2014-02-01,139.586162164935
2014-03-01,141.343120056359
2014-04-01,140.924214489882
2014-05-01,140.90979793315398
2014-06-01,139.836283158629
2014-07-01,139.371240359535
2014-08-01,139.318941603268
2014-09-01,139.565022942784
2014-10-01,140.169841520931
2014-11-01,140.249828809696
2014-12-01,141.119290924261
2015-01-01,142.031630084287
2015-02-01,143.37075808561198
2015-03-01,144.624275548763
2015-04-01,144.459464243874
2015-05-01,144.354307624544
2015-06-01,144.468076011498
2015-07-01,144.551852223123
2015-08-01,144.602739613295
2015-09-01,145.203918496016
2015-10-01,145.980599692755
2015-11-01,147.02520420402
2015-12-01,147.856469303523
2016-01-01,148.45077025686
2016-02-01,148.751748420397
2016-03-01,149.67364123033198
2016-04-01,150.675525264546
2016-05-01,151.180905412986
2016-06-01,151.583397129428
2016-07-01,151.846321055274
2016-08-01,152.43044768788602
2016-09-01,153.29155778319202
2016-10-01,154.179700640364
2016-11-01,155.1118651559
2016-12-01,156.075377814809
2017-01-01,156.619745691166
2017-02-01,157.942405192329
2017-03-01,159.41594983016302
2017-04-01,159.709395247114
2017-05-01,159.803406577631
2017-06-01,160.345619785179
2017-07-01,161.06680017974898
2017-08-01,161.534153482999
2017-09-01,162.020933716346
2017-10-01,162.70203935460898
2017-11-01,163.704069515496
2017-12-01,164.55433906424102
2018-01-01,165.938768259732
2018-02-01,167.034861572657
2018-03-01,168.728868119918
2018-04-01,169.791716869853
2018-05-01,169.708460986352
2018-06-01,170.189617441089
2018-07-01,170.617132853587
2018-08-01,171.443171713827
2018-09-01,171.862965987884
2018-10-01,172.39206019441102
2018-11-01,173.201108570992
