DATE,MNXRSA
2018-12-01,173.867200231352
2019-01-01,174.654373110212
2019-02-01,174.34056059358102
2019-03-01,174.763148223959
2019-04-01,174.462189434698
2019-05-01,175.51006408760398
2019-06-01,176.38453245764998
2019-07-01,177.43939057558498
2019-08-01,178.21479070796397
2019-09-01,179.247230736273
2019-10-01,179.960281693559
2019-11-01,180.128967751914
2019-12-01,180.782443427523
2020-01-01,181.281521254622
2020-02-01,183.52700134439
2020-03-01,183.967689963348
2020-04-01,185.41716002251098
2020-05-01,184.92874630672
2020-06-01,185.65384115753398
2020-07-01,186.54221349302898
2020-08-01,188.52205663503102
2020-09-01,191.289817316931
2020-10-01,194.27766682565
2020-11-01,196.71127287056302
2020-12-01,199.042302613017
2021-01-01,200.62887299232398
2021-02-01,202.621463076692
2021-03-01,203.953901578429
2021-04-01,206.171370794531
2021-05-01,208.42259981553002
2021-06-01,210.785632635418
2021-07-01,213.140706028046
2021-08-01,214.71910286528802
2021-09-01,215.98521304703
2021-10-01,216.834163469272
2021-11-01,218.745159292486
2021-12-01,221.614782395946
2022-01-01,224.480957893289
2022-02-01,227.01280394680902
2022-03-01,229.09426088446202
2022-04-01,231.296046456224
2022-05-01,232.067029018866
2022-06-01,232.430006575169
2022-07-01,232.214291371976
2022-08-01,231.09521602570598
2022-09-01,230.094975367566
2022-10-01,229.53151078644902
2022-11-01,229.266610393249
2022-12-01,228.540521615724
2023-01-01,228.349765490794
2023-02-01,228.383637697124
2023-03-01,230.200566685106
2023-04-01,231.242742839613
2023-05-01,232.721266286981
2023-06-01,233.849073990519
2023-07-01,234.38320105075002
2023-08-01,235.213093717221
2023-09-01,235.59404512720403
2023-10-01,236.014810587067
