DATE,BOXRSA
1992-12-01,64.468249445306
1993-01-01,64.861494848463
1993-02-01,64.949814242107
1993-03-01,64.823541633916
1993-04-01,64.70848633080999
1993-05-01,64.83481835626
1993-06-01,65.145055508797
1993-07-01,65.518291149297
1993-08-01,65.73234773208101
1993-09-01,65.84808935479299
1993-10-01,65.884428874467
1993-11-01,66.223636862623
1993-12-01,66.517025638746
1994-01-01,66.818000358272
1994-02-01,67.067877464317
1994-03-01,67.468920183215
1994-04-01,68.026223076839
1994-05-01,67.930910460906
1994-06-01,68.127174979412
1994-07-01,68.163033690791
1994-08-01,68.287061013551
1994-09-01,68.441925348089
1994-10-01,68.65591819931
1994-11-01,68.791136358461
1994-12-01,68.780349612431
1995-01-01,68.793549688581
1995-02-01,69.01233942960499
1995-03-01,69.12558135300901
1995-04-01,68.98109005280699
1995-05-01,69.09352015112799
1995-06-01,69.389104766778
1995-07-01,69.696546822927
1995-08-01,70.02586283626701
1995-09-01,70.124278964347
1995-10-01,70.14245180203301
1995-11-01,70.112224122737
1995-12-01,70.26605753342399
1996-01-01,70.680809282673
1996-02-01,70.957170371227
1996-03-01,71.393139614388
1996-04-01,71.65658077579799
1996-05-01,71.819217930486
1996-06-01,72.083989080677
1996-07-01,72.436768515413
1996-08-01,72.932056626955
1996-09-01,73.017873452448
1996-10-01,73.324347935322
1996-11-01,73.475798496435
1996-12-01,74.196280046344
1997-01-01,74.608487854959
1997-02-01,74.905668244637
1997-03-01,75.353968529309
1997-04-01,75.725513040482
1997-05-01,76.13255766210399
1997-06-01,76.494662832218
1997-07-01,76.753209376244
1997-08-01,77.074229862872
1997-09-01,77.442385031207
1997-10-01,78.002175658132
1997-11-01,78.618920568178
1997-12-01,79.284755241963
1998-01-01,79.89948045726901
1998-02-01,80.574024741291
1998-03-01,81.17811379080999
1998-04-01,81.945687220359
1998-05-01,82.793380623993
1998-06-01,83.683588482922
1998-07-01,84.490438095494
1998-08-01,85.277797423904
1998-09-01,86.202293064994
1998-10-01,86.575250386657
1998-11-01,86.883521749799
1998-12-01,87.787844780264
1999-01-01,89.242139592209
1999-02-01,90.560607283315
1999-03-01,91.288558517055
1999-04-01,92.15338250331499
1999-05-01,92.999174879431
1999-06-01,93.800590649163
1999-07-01,95.07794677325
1999-08-01,96.080050128746
1999-09-01,97.20470951142
1999-10-01,98.212419636665
1999-11-01,99.27091234291201
1999-12-01,100.358313369566
2000-01-01,100.919817080529
2000-02-01,101.894221520244
2000-03-01,102.65101222197399
2000-04-01,104.347652436832
2000-05-01,106.009542822303
2000-06-01,107.930273260374
2000-07-01,108.92452840825099
2000-08-01,110.12917412321
2000-09-01,111.370845372952
2000-10-01,112.969418743058
2000-11-01,114.77024901834999
2000-12-01,116.95049653097601
2001-01-01,118.837638166597
2001-02-01,120.406708242427
2001-03-01,121.556149800186
2001-04-01,122.739598650029
2001-05-01,123.177646154732
2001-06-01,124.439708305592
2001-07-01,125.601493297948
2001-08-01,126.94309933432699
2001-09-01,128.146097646886
2001-10-01,129.133296710348
2001-11-01,130.18156493066098
2001-12-01,130.509512079481
2002-01-01,131.353007185373
2002-02-01,131.773576419302
2002-03-01,132.967908386941
2002-04-01,134.5278040193
2002-05-01,136.681797817898
2002-06-01,138.77183622239
2002-07-01,140.541563886504
2002-08-01,142.307937683426
2002-09-01,144.203128637393
2002-10-01,145.84839045363302
2002-11-01,147.409320821738
2002-12-01,147.858349735416
2003-01-01,148.52457914724
2003-02-01,149.697894641969
2003-03-01,150.972862165032
2003-04-01,151.64176070128
2003-05-01,151.878975983455
2003-06-01,152.378728810535
2003-07-01,152.891997156105
2003-08-01,153.564693247205
2003-09-01,154.607061403511
2003-10-01,155.90189232463
2003-11-01,157.682695834267
2003-12-01,159.303473952937
2004-01-01,160.57279747948
2004-02-01,161.98735055835
2004-03-01,163.25334210948
2004-04-01,165.53148081376003
2004-05-01,166.17450876963002
2004-06-01,167.51673201060498
2004-07-01,168.141204684979
2004-08-01,169.289113361403
2004-09-01,170.158813682544
2004-10-01,172.048349326499
2004-11-01,173.05219864657502
2004-12-01,174.318583355916
2005-01-01,175.759616902435
2005-02-01,177.935600180433
2005-03-01,179.46015820844
2005-04-01,180.493210072768
2005-05-01,180.71003356471297
2005-06-01,180.083122120343
2005-07-01,180.011989158187
2005-08-01,179.70098488801003
2005-09-01,180.147639385486
2005-10-01,180.012958332625
2005-11-01,180.811929401736
2005-12-01,180.43768456528
2006-01-01,180.626934519067
2006-02-01,179.543741689136
2006-03-01,180.049988871941
2006-04-01,179.34220541499099
2006-05-01,178.32558921985
2006-06-01,176.495023299785
2006-07-01,175.601653491647
2006-08-01,174.917546602332
2006-09-01,173.847755168507
2006-10-01,173.731521247123
2006-11-01,171.911191295627
2006-12-01,171.287856642567
2007-01-01,170.577572034462
2007-02-01,171.282312436647
2007-03-01,171.85137418515302
2007-04-01,171.648808969492
2007-05-01,170.93400510906
2007-06-01,169.70685205295402
2007-07-01,169.228898515397
2007-08-01,167.986601767622
2007-09-01,168.040505816691
2007-10-01,167.412446319247
2007-11-01,166.957879077762
2007-12-01,165.52868407499201
2008-01-01,164.753543281497
2008-02-01,163.531678652664
2008-03-01,162.222790169931
2008-04-01,160.953261806402
2008-05-01,160.57679115435698
2008-06-01,160.546938571562
2008-07-01,159.673740459202
2008-08-01,159.491784235295
2008-09-01,158.22056232354402
2008-10-01,157.436253590651
2008-11-01,154.842770326766
2008-12-01,153.99832069258002
2009-01-01,152.676579872081
2009-02-01,151.90973573423798
2009-03-01,149.672357480553
2009-04-01,148.790553076653
2009-05-01,149.163901384956
2009-06-01,150.841202690261
2009-07-01,151.3688742763
2009-08-01,152.39203119731198
2009-09-01,152.80299761152202
2009-10-01,153.145502127447
2009-11-01,154.08024066026599
2009-12-01,154.835317761678
2010-01-01,154.977981544486
2010-02-01,154.73296870283198
2010-03-01,155.617788569818
2010-04-01,156.040287720134
2010-05-01,156.410941659617
2010-06-01,155.725755387662
2010-07-01,155.267104103219
2010-08-01,154.505968241457
2010-09-01,153.387862364975
2010-10-01,152.999474392892
2010-11-01,153.064944279436
2010-12-01,153.703665751062
2011-01-01,154.20540147754699
2011-02-01,153.240116561657
2011-03-01,151.380079603298
2011-04-01,149.237682170133
2011-05-01,151.177779091499
2011-06-01,152.327493821522
2011-07-01,152.160598617104
2011-08-01,151.786283193866
2011-09-01,151.608747236966
2011-10-01,151.609358376261
2011-11-01,150.811677701223
2011-12-01,149.830219950408
2012-01-01,149.91754475447
2012-02-01,149.593430830578
2012-03-01,149.628045465444
2012-04-01,148.97637294888798
2012-05-01,150.665070732872
2012-06-01,152.273288441139
2012-07-01,153.646038089573
2012-08-01,154.64170089270598
2012-09-01,154.630049054812
2012-10-01,154.222022999989
2012-11-01,154.281415249847
2012-12-01,155.27632468403098
2013-01-01,156.000720795881
2013-02-01,157.320977654458
2013-03-01,159.10835747817302
2013-04-01,160.636752252694
2013-05-01,161.642272215901
2013-06-01,162.538813233887
2013-07-01,163.568444503684
2013-08-01,164.81579066668002
2013-09-01,166.520655973809
2013-10-01,167.681884735631
2013-11-01,169.474357876264
2013-12-01,170.308395388079
2014-01-01,170.236167412958
2014-02-01,170.46186405738
2014-03-01,171.453159846639
2014-04-01,174.671575242497
2014-05-01,174.756111258329
2014-06-01,173.97284921678602
2014-07-01,173.152105409819
2014-08-01,173.485033125079
2014-09-01,174.16723129355202
2014-10-01,175.02489658661202
2014-11-01,175.97819504441898
2014-12-01,176.64333626452702
2015-01-01,178.248652388483
2015-02-01,178.793107360405
2015-03-01,178.69895698595903
2015-04-01,177.1940552924
2015-05-01,178.383443106226
2015-06-01,179.676729155262
2015-07-01,180.96722151827302
2015-08-01,181.829358542222
2015-09-01,182.45836446182702
2015-10-01,183.65179705920102
2015-11-01,183.87599508691503
2015-12-01,184.448806036664
2016-01-01,184.55212459792702
2016-02-01,185.2181138281
2016-03-01,186.177725982643
2016-04-01,186.912226265704
2016-05-01,188.183567472319
2016-06-01,188.117199291098
2016-07-01,188.782689023843
2016-08-01,189.609838511323
2016-09-01,190.526043161526
2016-10-01,191.91193037974898
2016-11-01,193.770077159566
2016-12-01,195.781182919696
2017-01-01,197.36050134536399
2017-02-01,198.960415892555
2017-03-01,199.751986979773
2017-04-01,198.94874928995898
2017-05-01,199.347365786542
2017-06-01,199.906085032009
2017-07-01,201.950702786254
2017-08-01,203.04055040316
2017-09-01,204.543225300306
2017-10-01,205.20015255340599
2017-11-01,205.69763694716
2017-12-01,206.513668385379
2018-01-01,207.939009496644
2018-02-01,210.58960387116002
2018-03-01,210.609679862686
2018-04-01,211.877485532657
2018-05-01,212.808178398162
2018-06-01,213.50101666518998
2018-07-01,213.73750589352102
2018-08-01,214.256513900675
2018-09-01,214.936348231971
2018-10-01,216.215583550547
2018-11-01,217.061035321123
2018-12-01,217.26061860981702
2019-01-01,217.417082839935
2019-02-01,217.332665212678
2019-03-01,218.35812811032397
2019-04-01,219.621724743368
2019-05-01,219.939460319995
2019-06-01,221.333845027078
2019-07-01,221.901297455868
2019-08-01,222.73858510885898
2019-09-01,222.564638100373
2019-10-01,223.85768639644698
2019-11-01,225.55517508421298
2019-12-01,227.131696434949
2020-01-01,227.399461073462
2020-02-01,227.996461269622
2020-03-01,228.70114222462502
2020-04-01,228.74262742132802
2020-05-01,228.89328939768902
2020-06-01,228.82188987139702
2020-07-01,231.59750107006099
2020-08-01,235.478352325069
2020-09-01,240.00917507791402
2020-10-01,245.153522248867
2020-11-01,249.329985605703
2020-12-01,253.30790300983298
2021-01-01,256.48243686378504
2021-02-01,259.382232406913
2021-03-01,262.710936807218
2021-04-01,265.399334980836
2021-05-01,268.162846992163
2021-06-01,270.93876616486
2021-07-01,274.761819661907
2021-08-01,277.182392387965
2021-09-01,280.43550289127
2021-10-01,282.386416701932
2021-11-01,283.151714834039
2021-12-01,287.45891169508
2022-01-01,290.720054052133
2022-02-01,297.256265672784
2022-03-01,301.321345692194
2022-04-01,305.26025389196303
2022-05-01,309.84053967239896
2022-06-01,311.143576804212
2022-07-01,311.285412362571
2022-08-01,308.776396690736
2022-09-01,305.199475628467
2022-10-01,304.1115078603
2022-11-01,302.892513003456
2022-12-01,302.577253720019
2023-01-01,303.073490283656
2023-02-01,303.683653367084
2023-03-01,303.751655681467
2023-04-01,307.931766552111
2023-05-01,310.31701033068197
2023-06-01,313.68374363554904
2023-07-01,315.169291434115
2023-08-01,318.481020019956
2023-09-01,321.26658846115697
2023-10-01,324.404833661942
