DATE,WDXRSA
2003-03-01,148.699930252504
2003-04-01,149.929694474943
2003-05-01,151.369170306833
2003-06-01,152.996332121434
2003-07-01,154.713099516735
2003-08-01,156.793397991525
2003-09-01,159.256019814898
2003-10-01,161.693973831645
2003-11-01,164.165001932918
2003-12-01,166.521899751501
2004-01-01,169.535303116236
2004-02-01,171.79545642955
2004-03-01,174.64802635050702
2004-04-01,177.84553623138402
2004-05-01,182.008089335434
2004-06-01,186.72736852961103
2004-07-01,189.89941384772098
2004-08-01,193.050394771703
2004-09-01,196.118779637659
2004-10-01,199.547217872497
2004-11-01,203.152153539133
2004-12-01,206.974644538624
2005-01-01,210.79993726953998
2005-02-01,215.180550244804
2005-03-01,220.992559734186
2005-04-01,225.76389554957996
2005-05-01,229.737012967111
2005-06-01,233.78524572441003
2005-07-01,236.78157857052102
2005-08-01,238.996600615788
2005-09-01,241.38909113737998
2005-10-01,243.767934999944
2005-11-01,246.220467959375
2005-12-01,248.437925469044
2006-01-01,250.272528127617
2006-02-01,252.022471808749
2006-03-01,252.81640878037499
2006-04-01,252.29098786743901
2006-05-01,251.19294253170102
2006-06-01,249.32675305798801
2006-07-01,247.060555537811
2006-08-01,244.41492160775798
2006-09-01,241.735193003891
2006-10-01,241.77930423050202
2006-11-01,241.54012486339198
2006-12-01,241.4434061751
2007-01-01,241.411121306374
2007-02-01,241.800263900172
2007-03-01,241.45152941510398
2007-04-01,238.58015875866403
2007-05-01,235.839464033118
2007-06-01,232.446070573073
2007-07-01,229.310067588851
2007-08-01,226.41823875841598
2007-09-01,225.912506614247
2007-10-01,225.436146527077
2007-11-01,223.01781689464298
2007-12-01,219.23731403116298
2008-01-01,215.656561194976
2008-02-01,211.673481882599
2008-03-01,207.68149493955502
2008-04-01,203.733634132892
2008-05-01,199.86568775397
2008-06-01,196.175473563316
2008-07-01,192.713213265615
2008-08-01,190.438542663777
2008-09-01,186.837824799943
2008-10-01,182.872306728984
2008-11-01,179.55993906690202
2008-12-01,176.363064818974
2009-01-01,174.18388432617698
2009-02-01,171.428670585898
2009-03-01,169.884640683345
2009-04-01,169.57422233098998
2009-05-01,170.03015691204598
2009-06-01,171.767178887515
2009-07-01,173.60040913890097
2009-08-01,175.73964394859
2009-09-01,177.402125503055
2009-10-01,178.096953101334
2009-11-01,178.584181381553
2009-12-01,179.79199797887298
2010-01-01,179.97126524507
2010-02-01,180.452966763809
2010-03-01,179.88337326853699
2010-04-01,181.981992824215
2010-05-01,182.98444289884398
2010-06-01,183.940327654668
2010-07-01,183.740156248721
2010-08-01,182.812566075286
2010-09-01,182.72656016682203
2010-10-01,183.03850509164
2010-11-01,183.475071364716
2010-12-01,184.14818150639
2011-01-01,184.31314351317903
2011-02-01,184.12567180341
2011-03-01,182.035142975544
2011-04-01,180.739895121552
2011-05-01,180.58058352533
2011-06-01,180.616156982265
2011-07-01,181.66852106761002
2011-08-01,181.804308072341
2011-09-01,182.932317206063
2011-10-01,181.274566547698
2011-11-01,181.147763062855
2011-12-01,179.795503317355
2012-01-01,180.077095625232
2012-02-01,178.56312238403402
2012-03-01,180.33311499257
2012-04-01,182.790799322282
2012-05-01,185.44457148393798
2012-06-01,186.95232631359698
2012-07-01,187.706364671589
2012-08-01,188.337434872664
2012-09-01,188.734660191614
2012-10-01,188.93670096225298
2012-11-01,189.287422748749
2012-12-01,190.40757430345698
2013-01-01,190.89024712788103
2013-02-01,190.642001282467
2013-03-01,193.646758770877
2013-04-01,195.456759196241
2013-05-01,197.050903758911
2013-06-01,197.488681890115
2013-07-01,199.221152056064
2013-08-01,200.63563517587798
2013-09-01,202.51002430249298
2013-10-01,203.432487077587
2013-11-01,204.406737666845
2013-12-01,205.91472925560902
2014-01-01,206.968243797926
2014-02-01,207.53702934414198
2014-03-01,209.109635112772
2014-04-01,208.24822963741698
2014-05-01,207.89674982584597
2014-06-01,207.55469920700298
2014-07-01,206.97469867513
2014-08-01,206.90616194484198
2014-09-01,206.980587794375
2014-10-01,207.80175828067797
2014-11-01,208.05251734320498
2014-12-01,208.54266700069303
2015-01-01,208.709170017116
2015-02-01,209.41385631717498
2015-03-01,209.681513347663
2015-04-01,209.700804754093
2015-05-01,209.301198582229
2015-06-01,209.752289914156
2015-07-01,209.856472453842
2015-08-01,210.086101562006
2015-09-01,210.24640571740002
2015-10-01,210.46663486625098
2015-11-01,211.40669677358997
2015-12-01,211.348350041016
2016-01-01,212.109634120802
2016-02-01,211.452602439939
2016-03-01,211.51038657030102
2016-04-01,212.405692124531
2016-05-01,213.01543842444698
2016-06-01,213.21203395266102
2016-07-01,213.241377864716
2016-08-01,213.73192726837502
2016-09-01,214.468174751359
2016-10-01,215.186895646903
2016-11-01,215.899912179957
2016-12-01,217.06796891355802
2017-01-01,218.25542242701698
2017-02-01,218.967489392363
2017-03-01,218.654668454663
2017-04-01,218.518690941642
2017-05-01,218.903569953614
2017-06-01,219.424994096804
2017-07-01,220.142547768808
2017-08-01,220.49193282583698
2017-09-01,221.000927574941
2017-10-01,221.808820083785
2017-11-01,222.979806642677
2017-12-01,223.112878472674
2018-01-01,223.207648515722
2018-02-01,223.93777007174802
2018-03-01,224.739990242293
2018-04-01,225.044417957468
2018-05-01,225.23612537258202
2018-06-01,225.548760441974
2018-07-01,226.208003026166
2018-08-01,226.768515579104
2018-09-01,227.42779074224202
2018-10-01,228.16852956867
2018-11-01,228.918192348835
2018-12-01,229.213913168651
2019-01-01,229.885664120099
2019-02-01,230.365147080672
2019-03-01,230.692254889944
2019-04-01,230.835747236116
2019-05-01,231.484427166702
2019-06-01,231.99673304020502
2019-07-01,232.303091459073
2019-08-01,232.94317993706403
2019-09-01,233.678899452806
2019-10-01,234.97786385845902
2019-11-01,236.121417784932
2019-12-01,237.000950955124
2020-01-01,238.21925565629502
2020-02-01,238.86367864455897
2020-03-01,239.42080245301702
2020-04-01,238.739191968932
2020-05-01,238.846817922452
2020-06-01,239.543820316649
2020-07-01,242.43105149246003
2020-08-01,246.147260542626
2020-09-01,250.07442484633702
2020-10-01,253.907184707789
2020-11-01,257.048564357138
2020-12-01,259.911407416394
2021-01-01,262.74587006230803
2021-02-01,264.874748398689
2021-03-01,267.63420278386
2021-04-01,270.374829751914
2021-05-01,273.392677234697
2021-06-01,276.287581918621
2021-07-01,278.86349347887
2021-08-01,281.053217325211
2021-09-01,282.61820564764196
2021-10-01,283.698996442453
2021-11-01,285.548136804399
2021-12-01,287.845134257862
2022-01-01,292.413126228612
2022-02-01,296.67871544866796
2022-03-01,301.886168532625
2022-04-01,304.393290188132
2022-05-01,306.539826219713
2022-06-01,306.022668998664
2022-07-01,304.92314025197896
2022-08-01,301.932547651908
2022-09-01,301.220500058768
2022-10-01,300.995780724256
2022-11-01,300.837108157895
2022-12-01,300.329077753082
2023-01-01,299.66239322858297
2023-02-01,300.14512994642
2023-03-01,301.276862901558
2023-04-01,302.709121370293
2023-05-01,306.087781510231
2023-06-01,307.716135991718
2023-07-01,310.655333397332
2023-08-01,312.25278217727697
2023-09-01,314.65056998928503
2023-10-01,315.18502413264804
